session_duration,pages_visited,referral,device,cart_items,is_returning_user,made_purchase
16,1,Direct,Mobile,1,1,1
183,6,Google,Mobile,1,0,1
239,6,Google,Mobile,0,1,0
656,4,Google,Mobile,1,1,0
33,8,Direct,Mobile,1,1,0
518,4,Google,Mobile,2,1,1
70,7,Ads,Desktop,0,1,0
150,7,Google,Mobile,1,0,0
114,4,Direct,Mobile,0,1,0
153,7,Google,Mobile,1,1,1
48,2,Google,Tablet,0,1,1
210,9,Ads,Mobile,0,1,0
485,5,Ads,Mobile,0,0,0
174,9,Ads,Mobile,5,0,0
202,10,Google,Tablet,0,0,1
566,4,Ads,Desktop,1,0,0
367,9,Google,Mobile,1,0,1
202,5,Direct,Mobile,3,0,1
89,3,Google,Mobile,0,0,0
648,3,Google,Mobile,2,1,1
258,6,Direct,Desktop,0,1,0
74,3,Google,Desktop,3,0,0
94,7,Direct,Tablet,0,0,0
487,3,Ads,Mobile,1,1,0
13,6,Ads,Mobile,0,1,0
1451,2,Google,Mobile,1,0,1
41,5,Ads,Mobile,0,1,0
476,5,Google,Mobile,2,0,0
150,4,Ads,Tablet,1,0,0
203,8,Google,Desktop,1,0,1
637,7,Google,Mobile,0,0,1
159,4,Google,Desktop,0,0,0
231,4,Direct,Mobile,2,1,0
15,3,Ads,Mobile,0,1,0
0,4,Ads,Desktop,2,1,1
84,3,Google,Mobile,1,1,0
342,2,Google,Mobile,2,0,0
38,5,Google,Mobile,1,0,0
36,8,Google,Desktop,1,0,1
158,7,Direct,Mobile,1,1,1
313,7,Google,Mobile,0,0,0
373,4,Google,Mobile,1,0,1
58,3,Direct,Mobile,2,1,1
24,4,Direct,Mobile,0,0,0
846,5,Ads,Desktop,1,0,0
90,2,Google,Desktop,0,0,0
575,7,Google,Mobile,2,0,0
597,2,Google,Tablet,1,1,0
444,6,Ads,Desktop,0,1,0
55,9,Google,Mobile,0,1,0
517,6,Google,Mobile,1,1,0
439,9,Google,Mobile,1,1,0
272,2,Ads,Desktop,0,0,1
123,4,Google,Mobile,1,0,0
91,4,Google,Desktop,1,0,0
38,5,Ads,Mobile,2,0,0
213,4,Google,Mobile,0,1,0
264,6,Google,Mobile,0,0,1
133,5,Google,Desktop,0,0,1
193,3,Ads,Desktop,0,1,1
135,6,Direct,Mobile,0,0,1
307,5,Direct,Mobile,2,1,1
694,5,Ads,Mobile,0,1,0
53,5,Direct,Mobile,2,1,0
144,3,Google,Desktop,3,1,1
45,8,Ads,Mobile,2,0,1
294,8,Ads,Desktop,0,1,1
391,4,Google,Mobile,1,1,0
806,2,Google,Desktop,0,1,0
98,6,Direct,Mobile,1,0,1
899,7,Ads,Mobile,1,0,0
19,9,Google,Mobile,0,0,0
277,7,Ads,Mobile,0,1,0
17,5,Ads,Mobile,2,0,1
672,7,Direct,Desktop,1,0,1
226,4,Ads,Mobile,1,1,1
332,8,Ads,Mobile,0,1,0
534,6,Direct,Desktop,3,0,0
48,2,Ads,Mobile,1,0,1
11,5,Direct,Desktop,0,0,0
633,4,Google,Desktop,0,1,0
113,4,Ads,Mobile,0,1,1
41,5,Ads,Desktop,0,1,1
189,6,Ads,Mobile,1,1,0
273,4,Google,Mobile,1,1,1
9,6,Direct,Desktop,0,1,1
96,4,Google,Mobile,1,0,1
10,4,Google,Mobile,1,1,0
163,8,Ads,Tablet,2,1,1
676,4,Ads,Mobile,0,0,0
1216,4,Google,Mobile,1,1,0
304,5,Direct,Desktop,1,0,1
52,4,Google,Mobile,2,0,0
708,4,Google,Desktop,0,0,1
217,5,Google,Mobile,1,1,1
50,3,Direct,Mobile,1,0,0
764,10,Google,Mobile,1,1,1
424,5,Google,Mobile,3,1,1
394,7,Ads,Mobile,0,1,1
370,3,Google,Mobile,0,1,1
67,4,Direct,Desktop,0,0,1
71,2,Direct,Mobile,3,1,0
349,10,Google,Mobile,1,1,0
74,6,Ads,Mobile,1,1,1
173,6,Google,Tablet,2,0,1
456,5,Google,Mobile,2,0,1
459,5,Google,Desktop,3,1,1
181,9,Ads,Desktop,1,1,1
471,6,Ads,Desktop,0,1,1
547,2,Ads,Desktop,2,1,1
319,2,Google,Mobile,0,1,1
77,5,Google,Mobile,1,0,0
96,6,Direct,Desktop,2,1,0
113,7,Google,Desktop,1,1,0
37,5,Ads,Mobile,0,1,1
95,6,Ads,Desktop,1,0,0
70,10,Google,Desktop,1,1,0
182,6,Direct,Mobile,3,1,0
717,5,Ads,Desktop,1,0,1
33,4,Ads,Mobile,1,1,1
382,3,Google,Mobile,1,1,1
348,4,Ads,Desktop,2,0,0
30,1,Direct,Mobile,0,1,0
767,7,Ads,Mobile,2,1,1
252,5,Ads,Mobile,1,0,0
135,6,Ads,Mobile,0,0,1
423,2,Direct,Desktop,1,1,1
89,3,Google,Mobile,2,0,1
354,4,Ads,Mobile,0,1,0
12,4,Ads,Mobile,0,1,1
548,3,Ads,Mobile,0,1,1
178,4,Google,Desktop,0,1,0
303,3,Direct,Desktop,0,1,1
75,3,Direct,Mobile,2,0,0
339,3,Ads,Desktop,0,0,0
443,7,Ads,Desktop,1,0,0
192,8,Google,Mobile,0,0,0
288,7,Google,Desktop,2,1,0
182,4,Ads,Desktop,0,1,0
673,4,Ads,Mobile,1,0,1
206,6,Google,Desktop,0,1,1
553,7,Google,Desktop,2,0,0
484,4,Google,Mobile,2,0,0
158,3,Ads,Desktop,1,1,0
78,6,Google,Mobile,2,1,0
156,1,Google,Desktop,1,1,1
524,6,Google,Mobile,0,0,1
77,10,Direct,Mobile,0,1,0
222,2,Google,Desktop,3,1,0
492,7,Ads,Mobile,5,1,0
130,9,Google,Mobile,1,1,1
308,8,Ads,Mobile,0,1,0
84,4,Ads,Mobile,2,1,0
34,6,Google,Mobile,3,1,0
474,5,Google,Tablet,0,1,1
31,4,Ads,Desktop,2,1,1
94,6,Google,Mobile,2,0,0
579,6,Google,Desktop,0,1,0
127,5,Direct,Mobile,0,1,0
1084,10,Ads,Mobile,0,1,1
1169,4,Google,Desktop,1,1,0
93,9,Ads,Mobile,0,1,1
12,5,Direct,Desktop,0,1,1
366,5,Google,Desktop,1,0,1
179,7,Direct,Desktop,2,1,1
31,6,Ads,Desktop,0,1,0
368,5,Ads,Tablet,0,1,1
9,3,Direct,Desktop,1,0,0
612,9,Google,Desktop,3,1,0
44,6,Google,Mobile,0,1,0
40,1,Google,Mobile,1,0,1
57,5,Ads,Desktop,1,1,1
967,3,Google,Tablet,0,0,1
354,5,Google,Desktop,3,1,0
484,3,Ads,Mobile,0,0,0
152,3,Google,Mobile,1,1,0
122,3,Google,Tablet,2,1,0
80,3,Google,Desktop,0,1,1
196,4,Direct,Mobile,1,1,1
240,1,Direct,Desktop,2,1,0
299,0,Ads,Tablet,0,1,1
89,2,Google,Mobile,0,0,0
890,4,Google,Mobile,4,1,1
55,6,Google,Mobile,1,0,0
1011,4,Direct,Tablet,0,0,1
4,6,Ads,Mobile,0,1,1
196,2,Google,Tablet,1,1,0
121,3,Google,Mobile,3,1,0
178,5,Ads,Tablet,1,1,1
253,4,Ads,Mobile,1,1,0
171,4,Direct,Mobile,1,1,0
160,7,Google,Mobile,0,0,0
395,4,Direct,Mobile,1,1,1
347,6,Google,Mobile,0,0,1
537,2,Google,Mobile,1,1,0
86,9,Google,Desktop,0,1,0
282,3,Google,Desktop,1,1,0
263,6,Google,Mobile,3,1,0
138,6,Google,Mobile,1,0,0
199,4,Direct,Mobile,2,0,1
112,6,Google,Desktop,2,1,1
45,6,Google,Mobile,5,0,0
72,7,Google,Mobile,1,1,1
33,8,Direct,Desktop,1,1,0
344,2,Google,Mobile,2,1,0
324,5,Google,Mobile,2,1,1
902,4,Direct,Desktop,1,1,1
392,5,Ads,Desktop,0,1,1
16,7,Google,Mobile,2,0,1
646,3,Google,Mobile,1,1,0
595,8,Google,Mobile,0,1,0
175,7,Ads,Tablet,1,1,0
264,3,Ads,Mobile,2,1,0
1119,2,Google,Mobile,0,1,0
227,9,Direct,Desktop,0,1,0
707,6,Google,Mobile,0,1,0
26,2,Google,Mobile,0,1,0
63,6,Google,Mobile,1,1,1
174,7,Google,Desktop,0,1,1
263,5,Google,Desktop,0,0,1
508,8,Direct,Desktop,1,0,1
1333,4,Google,Mobile,1,1,1
147,7,Ads,Mobile,2,1,0
14,2,Google,Mobile,0,1,0
484,5,Google,Desktop,3,0,0
278,2,Ads,Mobile,0,1,0
66,4,Ads,Mobile,1,0,1
204,11,Google,Mobile,2,1,0
406,4,Direct,Mobile,1,0,0
441,6,Ads,Mobile,1,0,1
207,7,Google,Tablet,3,0,1
109,5,Ads,Mobile,1,1,1
1091,4,Google,Mobile,2,0,1
326,7,Google,Mobile,1,0,1
157,6,Ads,Mobile,1,0,0
98,8,Ads,Tablet,0,1,1
394,5,Google,Mobile,2,0,1
83,4,Direct,Desktop,0,1,1
56,4,Ads,Desktop,1,1,1
226,6,Ads,Mobile,1,1,1
102,6,Direct,Mobile,0,1,1
297,11,Direct,Mobile,0,1,0
37,5,Google,Mobile,0,0,0
319,3,Ads,Mobile,2,1,0
99,6,Direct,Mobile,0,0,1
0,9,Ads,Tablet,0,1,0
40,2,Ads,Mobile,4,1,0
813,4,Google,Mobile,0,0,1
606,2,Direct,Desktop,0,1,0
79,3,Ads,Mobile,0,1,0
452,5,Direct,Mobile,0,1,0
281,2,Ads,Mobile,0,1,0
1061,6,Direct,Tablet,0,1,0
140,5,Google,Mobile,0,0,0
343,5,Direct,Mobile,0,1,0
19,2,Direct,Mobile,1,1,0
151,5,Direct,Mobile,0,1,0
995,5,Ads,Desktop,1,1,1
232,7,Direct,Tablet,3,1,0
101,5,Google,Tablet,1,0,1
38,4,Google,Mobile,1,1,0
364,3,Direct,Desktop,0,0,1
310,5,Ads,Mobile,2,1,0
140,5,Google,Mobile,0,1,0
904,7,Google,Desktop,0,1,0
6,4,Ads,Desktop,1,0,0
108,5,Ads,Tablet,0,1,0
761,4,Google,Tablet,0,1,1
116,7,Google,Mobile,1,1,0
87,4,Direct,Mobile,2,0,0
229,7,Direct,Mobile,0,1,1
520,5,Ads,Desktop,2,1,1
32,4,Ads,Mobile,1,1,1
859,7,Google,Mobile,2,1,0
475,3,Ads,Mobile,2,1,0
59,0,Google,Mobile,0,1,1
373,8,Google,Mobile,1,1,1
145,5,Ads,Mobile,1,1,1
154,4,Google,Mobile,2,1,0
458,4,Google,Mobile,1,1,1
987,5,Direct,Tablet,0,1,0
40,4,Google,Mobile,0,1,0
163,6,Google,Desktop,1,1,1
196,10,Ads,Desktop,0,1,1
141,6,Google,Desktop,1,1,0
135,5,Ads,Mobile,1,0,0
16,2,Google,Mobile,0,0,1
347,5,Ads,Tablet,2,0,0
171,8,Direct,Mobile,0,0,0
64,6,Ads,Mobile,1,1,0
507,4,Google,Tablet,1,1,0
486,6,Ads,Mobile,1,0,1
199,7,Google,Mobile,0,1,1
106,6,Ads,Desktop,2,1,0
304,5,Ads,Desktop,0,0,0
101,9,Direct,Mobile,0,1,0
80,4,Ads,Mobile,0,0,1
393,6,Google,Desktop,1,0,0
12,5,Ads,Mobile,0,1,1
29,5,Ads,Desktop,0,1,0
2,3,Direct,Mobile,1,1,1
49,6,Google,Desktop,0,0,1
21,10,Direct,Mobile,1,1,1
1641,6,Google,Mobile,2,1,1
102,5,Ads,Tablet,0,1,0
48,5,Google,Mobile,2,1,1
82,9,Ads,Tablet,0,1,1
825,7,Ads,Tablet,1,0,0
220,5,Ads,Desktop,0,1,1
136,7,Ads,Mobile,0,1,1
619,6,Ads,Mobile,0,1,0
150,5,Ads,Desktop,0,0,0
122,6,Ads,Desktop,0,1,0
69,5,Direct,Desktop,1,0,1
142,6,Google,Mobile,2,0,1
114,3,Google,Mobile,0,1,1
339,8,Direct,Mobile,0,1,0
102,3,Direct,Desktop,1,0,0
258,3,Ads,Desktop,0,0,1
20,4,Google,Desktop,2,0,1
63,6,Direct,Mobile,1,1,1
156,4,Ads,Mobile,0,1,1
829,5,Direct,Mobile,1,1,1
142,6,Google,Mobile,1,0,0
327,3,Google,Mobile,0,0,1
88,5,Ads,Mobile,1,1,1
40,6,Direct,Mobile,0,1,0
18,6,Direct,Mobile,4,1,0
109,8,Google,Mobile,0,0,0
51,8,Google,Tablet,3,0,0
57,4,Google,Tablet,1,0,0
429,5,Direct,Mobile,1,0,0
4,4,Google,Desktop,1,1,1
244,6,Direct,Mobile,0,1,1
143,4,Google,Desktop,1,0,0
211,6,Google,Mobile,0,1,0
248,4,Ads,Tablet,2,1,1
112,5,Google,Mobile,1,1,1
104,4,Google,Mobile,0,1,1
396,5,Direct,Desktop,2,0,1
615,3,Google,Mobile,3,1,1
64,6,Ads,Mobile,1,1,1
30,8,Google,Mobile,2,1,0
684,3,Google,Desktop,2,1,0
129,4,Ads,Mobile,0,1,0
240,8,Google,Tablet,1,1,1
133,3,Google,Desktop,2,1,0
40,5,Ads,Mobile,3,1,0
266,2,Google,Mobile,1,1,0
223,4,Google,Mobile,2,1,0
68,3,Google,Mobile,0,1,0
180,6,Direct,Desktop,1,1,0
478,2,Ads,Mobile,1,1,1
267,3,Ads,Desktop,1,0,0
30,1,Google,Mobile,0,0,0
238,12,Google,Mobile,2,0,1
363,6,Google,Mobile,1,0,1
472,6,Ads,Mobile,0,1,0
297,5,Ads,Mobile,2,0,1
49,3,Google,Tablet,3,1,1
371,6,Ads,Mobile,1,1,1
339,3,Google,Desktop,1,0,0
7,3,Google,Mobile,1,0,1
159,8,Ads,Mobile,2,0,1
121,5,Ads,Mobile,2,1,0
332,6,Google,Desktop,0,1,0
73,7,Direct,Mobile,0,1,1
268,4,Google,Desktop,1,0,0
733,7,Direct,Tablet,1,1,1
479,4,Ads,Mobile,1,1,1
763,4,Google,Mobile,0,1,1
1151,4,Google,Mobile,2,0,1
3,3,Direct,Mobile,0,1,1
292,5,Google,Desktop,0,1,0
159,5,Ads,Mobile,3,1,0
589,9,Google,Desktop,4,1,1
87,6,Direct,Mobile,1,1,1
1189,4,Google,Mobile,1,1,0
285,7,Ads,Mobile,0,1,1
473,5,Google,Desktop,1,0,1
26,6,Ads,Desktop,0,0,1
60,2,Google,Mobile,0,1,1
426,4,Google,Tablet,2,1,0
6,7,Google,Mobile,0,1,0
509,6,Direct,Desktop,0,0,1
4,2,Google,Mobile,1,1,1
321,2,Direct,Desktop,1,1,1
136,5,Google,Mobile,3,0,0
283,3,Google,Desktop,0,0,1
357,9,Google,Mobile,1,0,1
125,1,Ads,Mobile,0,1,0
34,3,Ads,Tablet,2,0,1
21,8,Ads,Mobile,0,0,1
266,0,Google,Mobile,2,0,0
220,6,Google,Desktop,1,0,1
406,3,Google,Mobile,1,1,1
213,9,Ads,Mobile,0,0,1
164,5,Google,Desktop,2,1,1
152,9,Ads,Mobile,1,1,0
8,3,Google,Desktop,1,0,1
122,4,Ads,Tablet,1,1,0
1119,2,Google,Mobile,0,0,0
620,3,Direct,Mobile,2,1,1
119,3,Ads,Desktop,2,0,1
265,2,Google,Desktop,1,1,1
563,6,Ads,Mobile,2,0,1
174,2,Ads,Mobile,0,0,0
5,2,Ads,Desktop,1,0,1
23,6,Google,Mobile,1,1,0
214,2,Direct,Desktop,0,0,0
1046,8,Google,Tablet,0,1,0
354,5,Google,Mobile,4,0,1
22,2,Google,Tablet,1,1,1
62,5,Google,Desktop,0,1,0
442,6,Google,Desktop,1,0,1
552,5,Ads,Desktop,1,0,1
288,7,Google,Mobile,0,1,0
310,4,Ads,Mobile,1,1,1
8,6,Google,Mobile,3,1,1
529,5,Google,Tablet,0,1,1
465,5,Google,Mobile,1,0,1
89,6,Ads,Mobile,1,0,0
369,6,Ads,Desktop,1,1,1
72,6,Ads,Mobile,1,0,0
12,3,Direct,Tablet,0,0,1
67,5,Google,Mobile,2,1,0
59,5,Google,Tablet,2,1,1
123,5,Google,Mobile,1,1,1
162,3,Ads,Mobile,1,1,1
213,7,Google,Mobile,0,0,1
194,2,Ads,Desktop,1,0,0
94,3,Direct,Mobile,1,0,1
8,5,Ads,Mobile,1,0,0
278,5,Direct,Mobile,2,1,1
151,7,Ads,Mobile,1,1,0
106,6,Direct,Mobile,1,0,0
605,6,Direct,Desktop,2,1,1
412,5,Ads,Desktop,1,1,0
585,3,Ads,Desktop,0,0,0
204,5,Google,Mobile,1,0,1
42,3,Ads,Mobile,1,1,0
357,5,Google,Mobile,0,0,0
69,6,Direct,Mobile,0,1,0
174,5,Direct,Mobile,1,1,0
20,4,Direct,Mobile,0,1,0
523,9,Google,Mobile,0,0,0
40,3,Google,Mobile,1,0,1
700,3,Google,Desktop,1,1,1
599,6,Direct,Desktop,1,1,0
187,3,Direct,Desktop,2,1,1
409,5,Google,Mobile,1,1,0
289,3,Ads,Mobile,2,1,1
487,4,Google,Mobile,2,0,0
169,5,Ads,Mobile,1,0,1
462,8,Google,Mobile,0,1,1
186,4,Google,Mobile,4,1,1
848,4,Google,Mobile,0,1,0
199,2,Google,Mobile,0,0,0
186,6,Direct,Desktop,1,1,1
461,4,Ads,Mobile,0,0,0
517,4,Ads,Mobile,2,1,0
242,8,Direct,Desktop,0,1,0
59,7,Google,Mobile,2,1,0
189,5,Google,Mobile,2,1,0
1033,10,Google,Mobile,0,0,1
419,4,Google,Desktop,2,0,1
500,4,Ads,Mobile,2,0,1
10,7,Direct,Mobile,1,0,0
189,6,Direct,Mobile,0,1,1
312,3,Google,Desktop,1,1,1
531,5,Google,Mobile,1,1,1
15,4,Ads,Desktop,0,1,1
574,4,Google,Mobile,0,1,1
238,5,Google,Mobile,2,0,0
65,7,Ads,Mobile,2,0,1
114,4,Ads,Mobile,1,1,0
99,4,Ads,Mobile,1,1,1
227,6,Direct,Mobile,3,0,0
15,3,Ads,Desktop,2,0,1
51,6,Google,Tablet,1,0,1
502,2,Direct,Mobile,0,0,1
42,4,Ads,Mobile,0,1,0
79,5,Ads,Tablet,0,1,0
181,2,Google,Mobile,0,0,1
218,4,Google,Mobile,1,1,0
432,5,Google,Tablet,0,1,1
177,8,Direct,Mobile,0,1,1
468,5,Direct,Desktop,3,1,1
288,3,Google,Mobile,1,1,1
36,6,Google,Desktop,2,1,0
50,1,Google,Tablet,2,0,0
172,2,Ads,Tablet,2,1,0
151,7,Google,Mobile,1,0,0
408,5,Google,Desktop,0,0,1
260,6,Ads,Desktop,1,0,0
147,6,Google,Desktop,1,1,1
56,6,Google,Mobile,2,1,0
77,6,Ads,Mobile,1,0,1
257,1,Ads,Mobile,1,0,1
165,1,Direct,Desktop,1,0,0
217,9,Google,Desktop,1,0,1
56,6,Direct,Mobile,0,0,0
326,6,Ads,Mobile,0,0,1
574,1,Google,Mobile,0,0,1
89,7,Google,Mobile,1,0,1
202,4,Ads,Desktop,2,1,0
1113,7,Ads,Desktop,0,1,1
121,6,Direct,Tablet,3,0,0
271,7,Google,Desktop,2,0,0
28,8,Ads,Desktop,2,1,1
279,2,Ads,Mobile,1,1,1
28,6,Direct,Desktop,1,1,0
959,1,Ads,Desktop,3,1,1
377,5,Google,Mobile,2,0,1
465,2,Direct,Mobile,1,0,1
365,3,Direct,Mobile,2,1,1
267,3,Google,Mobile,1,0,1
179,2,Google,Tablet,0,0,0
586,5,Direct,Mobile,0,0,1
942,2,Google,Mobile,0,1,1
207,9,Google,Mobile,2,1,0
804,6,Ads,Desktop,0,0,0
262,4,Google,Mobile,1,1,0
231,3,Direct,Mobile,1,0,0
181,5,Google,Tablet,2,1,0
70,8,Google,Desktop,2,1,1
1,11,Google,Mobile,1,0,0
82,9,Google,Mobile,0,0,0
213,6,Google,Desktop,1,1,1
143,4,Direct,Desktop,2,0,0
178,3,Google,Tablet,1,1,0
1183,4,Ads,Mobile,3,1,0
129,3,Ads,Desktop,2,1,0
180,7,Ads,Mobile,0,1,0
42,4,Ads,Mobile,0,0,0
14,5,Ads,Desktop,3,0,1
448,2,Google,Desktop,1,1,1
253,5,Google,Tablet,1,1,1
429,5,Ads,Mobile,1,1,0
48,3,Direct,Mobile,1,0,1
254,6,Google,Desktop,1,1,1
87,4,Google,Mobile,0,1,0
77,7,Ads,Mobile,1,1,0
3,7,Google,Desktop,0,1,1
41,4,Direct,Mobile,0,1,0
111,4,Google,Mobile,1,1,1
37,4,Google,Desktop,0,0,0
1277,4,Google,Mobile,0,1,1
110,6,Ads,Tablet,3,1,0
41,5,Ads,Desktop,1,1,0
66,2,Direct,Desktop,0,1,0
265,4,Ads,Tablet,2,1,0
19,7,Google,Mobile,3,1,0
595,5,Google,Mobile,0,0,0
977,6,Ads,Desktop,4,0,0
85,6,Google,Desktop,3,0,1
179,2,Google,Mobile,1,1,1
6,5,Google,Tablet,0,1,1
307,5,Google,Mobile,0,1,0
160,2,Google,Mobile,2,1,1
94,9,Ads,Desktop,2,0,0
69,3,Ads,Mobile,1,1,0
318,6,Direct,Mobile,2,1,0
161,4,Ads,Mobile,1,0,1
59,8,Ads,Mobile,3,1,0
350,5,Google,Mobile,1,1,1
249,0,Ads,Mobile,1,1,1
587,7,Ads,Mobile,2,1,0
37,5,Google,Mobile,1,1,0
462,4,Google,Mobile,2,1,1
335,5,Google,Mobile,1,1,1
36,7,Google,Mobile,2,1,0
356,4,Ads,Mobile,0,1,1
174,8,Ads,Mobile,3,1,0
870,6,Ads,Mobile,0,0,0
45,8,Ads,Mobile,1,1,1
308,9,Ads,Mobile,1,1,0
144,11,Google,Mobile,4,1,0
942,6,Ads,Mobile,0,1,0
120,9,Ads,Mobile,0,1,0
982,5,Google,Mobile,1,1,1
695,7,Ads,Mobile,1,1,1
94,3,Ads,Mobile,2,0,1
488,0,Ads,Desktop,1,1,1
1628,3,Google,Mobile,0,1,0
87,8,Direct,Mobile,1,1,0
172,7,Google,Mobile,0,1,1
220,1,Ads,Tablet,3,0,0
104,1,Google,Mobile,1,1,1
4,3,Ads,Tablet,1,0,1
74,4,Google,Mobile,0,1,1
99,3,Google,Desktop,2,0,1
175,4,Ads,Mobile,0,0,1
56,5,Direct,Desktop,0,0,0
619,5,Direct,Mobile,0,1,1
366,3,Direct,Desktop,0,0,1
26,6,Ads,Mobile,0,0,1
315,7,Ads,Desktop,1,1,1
318,3,Google,Mobile,1,1,0
938,3,Google,Mobile,1,0,1
0,3,Google,Desktop,1,0,0
85,5,Google,Mobile,1,1,0
788,5,Google,Mobile,0,1,0
807,8,Ads,Desktop,2,1,0
382,3,Ads,Mobile,0,1,0
435,6,Google,Tablet,2,1,0
28,5,Google,Mobile,2,0,1
216,5,Google,Desktop,1,1,0
79,6,Direct,Desktop,0,0,1
59,9,Direct,Desktop,0,0,0
498,3,Google,Mobile,1,0,1
43,4,Ads,Mobile,0,1,0
189,3,Google,Tablet,1,0,0
836,7,Google,Desktop,0,1,0
61,1,Ads,Mobile,0,0,1
1144,3,Ads,Mobile,1,1,0
1549,3,Google,Desktop,2,0,1
243,4,Google,Desktop,0,0,1
55,3,Google,Mobile,1,1,1
113,7,Ads,Mobile,0,0,1
165,4,Direct,Mobile,1,1,1
111,13,Ads,Mobile,1,0,0
98,8,Ads,Mobile,1,1,0
1075,3,Google,Mobile,0,1,0
49,7,Ads,Mobile,3,1,0
396,5,Ads,Mobile,0,1,1
0,0,Direct,Mobile,0,1,0
272,5,Google,Mobile,1,0,1
742,7,Ads,Mobile,0,1,1
101,12,Google,Mobile,0,0,0
61,7,Google,Mobile,1,0,1
316,0,Direct,Mobile,1,0,1
374,10,Ads,Mobile,1,1,0
349,6,Ads,Mobile,0,1,1
115,3,Google,Mobile,1,1,1
87,3,Ads,Mobile,1,1,0
936,5,Google,Desktop,1,1,0
770,5,Google,Mobile,1,0,1
183,4,Google,Mobile,1,1,1
561,3,Direct,Mobile,2,1,1
180,8,Google,Desktop,1,1,0
165,6,Direct,Desktop,2,1,0
51,7,Direct,Mobile,1,0,0
166,9,Google,Desktop,2,0,0
231,5,Direct,Mobile,0,0,0
6,6,Direct,Mobile,1,0,0
176,5,Ads,Desktop,0,0,0
456,4,Google,Tablet,0,0,1
341,5,Google,Mobile,1,1,1
302,4,Google,Tablet,0,1,0
720,9,Google,Mobile,0,0,1
5,5,Ads,Tablet,1,0,0
244,7,Ads,Desktop,0,1,1
464,5,Ads,Tablet,0,1,0
233,4,Google,Mobile,0,1,0
117,7,Google,Tablet,0,0,0
43,3,Direct,Desktop,0,1,1
655,4,Ads,Mobile,1,1,0
190,5,Direct,Mobile,0,0,0
631,3,Google,Mobile,1,0,1
264,5,Direct,Mobile,1,1,0
336,4,Ads,Mobile,2,1,0
489,2,Google,Mobile,0,0,1
322,4,Ads,Mobile,0,0,0
152,6,Direct,Mobile,0,1,1
216,4,Google,Desktop,0,1,0
487,5,Ads,Mobile,2,1,1
140,9,Direct,Mobile,2,1,1
147,3,Direct,Mobile,0,1,0
30,4,Ads,Mobile,1,1,1
738,7,Google,Mobile,1,0,0
28,3,Google,Mobile,2,1,0
313,2,Ads,Desktop,3,1,1
159,3,Google,Mobile,1,0,0
156,5,Direct,Mobile,2,0,0
341,4,Ads,Desktop,1,1,0
20,4,Google,Mobile,0,1,1
270,7,Google,Mobile,2,1,0
443,7,Google,Mobile,1,0,1
528,5,Ads,Mobile,0,1,1
56,5,Google,Mobile,1,0,0
683,1,Google,Mobile,1,1,1
320,4,Ads,Desktop,0,0,1
640,5,Google,Mobile,2,1,1
199,6,Ads,Desktop,1,1,0
234,7,Google,Tablet,1,1,1
754,4,Direct,Mobile,2,1,1
690,5,Google,Tablet,2,1,1
178,4,Google,Desktop,0,1,1
96,5,Ads,Mobile,0,0,0
149,3,Google,Desktop,0,0,0
147,2,Google,Tablet,2,0,0
101,3,Ads,Tablet,2,0,0
93,9,Google,Desktop,2,0,0
592,7,Google,Mobile,1,0,0
21,5,Google,Mobile,0,0,0
339,6,Google,Mobile,1,0,0
56,6,Ads,Desktop,1,0,1
126,4,Google,Mobile,1,0,1
19,4,Google,Mobile,5,1,0
94,2,Google,Mobile,2,1,0
438,7,Google,Desktop,1,0,1
648,7,Google,Desktop,2,1,0
75,4,Google,Mobile,1,0,1
186,4,Google,Tablet,0,1,0
190,5,Google,Mobile,2,0,0
620,6,Ads,Desktop,1,0,0
431,4,Direct,Desktop,0,1,0
215,5,Direct,Desktop,3,1,1
333,6,Google,Desktop,1,0,1
563,5,Google,Tablet,1,0,1
2,4,Google,Mobile,2,1,1
154,9,Google,Mobile,0,1,0
713,5,Ads,Desktop,1,1,1
404,8,Direct,Desktop,1,1,0
234,7,Direct,Mobile,1,0,1
226,6,Ads,Mobile,0,0,0
128,5,Google,Desktop,0,1,0
220,12,Google,Desktop,0,1,1
319,6,Google,Desktop,1,1,0
162,3,Ads,Mobile,4,0,0
375,4,Ads,Mobile,0,0,1
592,11,Ads,Desktop,2,1,0
50,2,Direct,Mobile,1,1,0
180,4,Ads,Mobile,1,0,0
157,4,Google,Desktop,3,1,1
348,7,Google,Mobile,2,1,0
86,6,Google,Mobile,2,1,1
306,4,Google,Mobile,2,1,0
629,10,Google,Mobile,3,1,1
162,1,Ads,Desktop,2,1,0
725,3,Ads,Mobile,0,0,1
1495,6,Ads,Tablet,1,0,0
33,5,Ads,Mobile,0,1,0
79,6,Google,Mobile,1,1,1
901,6,Ads,Mobile,2,1,0
953,2,Ads,Mobile,0,1,0
30,8,Google,Tablet,1,1,1
4,8,Google,Mobile,1,0,1
52,0,Ads,Mobile,1,1,1
1657,6,Direct,Mobile,0,1,0
59,2,Google,Mobile,0,0,1
209,5,Direct,Mobile,0,1,1
565,4,Google,Mobile,0,0,0
6,5,Ads,Desktop,4,1,1
278,3,Direct,Mobile,2,0,0
97,3,Google,Mobile,1,1,0
594,5,Google,Desktop,0,1,0
99,8,Google,Mobile,0,0,1
348,5,Google,Mobile,1,0,1
336,1,Direct,Mobile,1,0,1
75,2,Google,Mobile,2,1,0
